Points
"p0" 119.000000 292.000000 249.000000
"p86" 408.000000 170.000000 168.000000
"p87" 474.000000 137.000000 173.000000
"p88" 364.000000 159.000000 270.000000
"p89" 399.000000 154.000000 345.000000
"p90" 329.000000 116.000000 351.000000
"p91" 326.000000 174.000000 324.000000
"p92" 427.000000 127.000000 101.000000
"p93" 475.000000 87.000000 57.000000
"p94" 447.000000 39.000000 36.000000
"p95" 455.000000 49.000000 65.000000
"p96" 391.000000 424.000000 226.000000
"p97" 463.000000 374.000000 297.000000
"p98" 416.000000 329.000000 276.000000
"p99" 338.000000 330.000000 263.000000
"p100" 52.000000 297.000000 87.000000
"p101" 33.000000 237.000000 26.000000
"p102" 17.000000 233.000000 22.000000
"p103" -41.000000 244.000000 -12.000000
"p104" 449.000000 101.000000 411.000000
"p105" 499.000000 34.000000 427.000000
"p106" 534.000000 107.000000 379.000000
"p107" 527.000000 51.000000 327.000000
"p108" 60.000000 267.000000 449.000000
"p109" 36.000000 294.000000 464.000000
"p110" 102.000000 269.000000 467.000000
"p111" 23.000000 294.000000 408.000000
"p112" 65.000000 427.000000 125.000000
"p113" 76.000000 434.000000 87.000000
"p114" 129.000000 490.000000 143.000000
"p115" 104.000000 523.000000 189.000000
"p116" 105.000000 291.000000 154.000000
"p117" 99.000000 211.000000 163.000000
"p118" 110.000000 257.000000 165.000000
"p119" 70.000000 229.000000 93.000000
"p120" 252.000000 371.000000 312.000000
"p121" 270.000000 410.000000 358.000000
"p122" 243.000000 478.000000 392.000000
"p123" 225.000000 527.000000 456.000000
"p124" 56.000000 309.000000 382.000000
"p125" -4.000000 377.000000 302.000000
"p126" -50.000000 303.000000 301.000000
"p127" -109.000000 337.000000 315.000000
"p128" 269.000000 460.000000 240.000000
"p129" 312.000000 449.000000 314.000000
"p130" 266.000000 454.000000 366.000000
"p131" 326.000000 403.000000 295.000000
"p132" 149.000000 114.000000 251.000000
"p133" 142.000000 186.000000 211.000000
"p134" 107.000000 108.000000 151.000000
"p135" 91.000000 80.000000 179.000000
"p136" 379.000000 289.000000 424.000000
"p137" 382.000000 367.000000 417.000000
"p138" 459.000000 291.000000 446.000000
"p139" 519.000000 330.000000 505.000000
"p140" 104.000000 79.000000 145.000000
"p141" 118.000000 26.000000 167.000000
"p142" 72.000000 -41.000000 134.000000
"p143" 129.000000 -55.000000 116.000000
"p144" 318.000000 176.000000 459.000000
"p145" 244.000000 225.000000 383.000000
"p146" 198.000000 184.000000 318.000000
"p147" 243.000000 199.000000 262.000000
"p148" 134.000000 354.000000 224.000000
"p149" 116.000000 398.000000 180.000000
"p150" 172.000000 359.000000 220.000000
"p151" 225.000000 338.000000 157.000000
"p152" 203.000000 250.000000 309.000000
"p153" 166.000000 324.000000 364.000000
"p154" 149.000000 256.000000 331.000000
"p155" 149.000000 315.000000 326.000000
"p156" 133.000000 69.000000 334.000000
"p157" 204.000000 120.000000 333.000000
"p158" 241.000000 197.000000 264.000000
"p159" 296.000000 207.000000 312.000000
"a" 0 1 1
"b" 0 0 1
"c" 1 0 1
"d" 1 1 1
"e" 0 1 0
"f" 0 0 0
"g" 1 0 0
"h" 1 1 0

Poly "poly0" + 0 0 0 * 1 1 1
0 p0 p2 p1
0 p0 p1 p3
0 p1 p2 p3
0 p0 p3 p2

Poly "poly1" + 0 0 0 * 1 1 1
0 p4 p5 p6
0 p4 p7 p5
0 p5 p7 p6
0 p4 p6 p7

Poly "poly2" + 0 0 0 * 1 1 1
0 p8 p10 p9
0 p8 p9 p11
0 p9 p10 p11
0 p8 p11 p10

Poly "poly3" + 0 0 0 * 1 1 1
0 p12 p13 p14
0 p12 p15 p13
0 p13 p15 p14
0 p12 p14 p15

Poly "poly4" + 0 0 0 * 1 1 1
0 p16 p17 p18
0 p16 p19 p17
0 p17 p19 p18
0 p16 p18 p19

Poly "poly5" + 0 0 0 * 1 1 1
0 p20 p21 p22
0 p20 p23 p21
0 p21 p23 p22
0 p20 p22 p23

Poly "poly6" + 0 0 0 * 1 1 1
0 p24 p25 p26
0 p24 p27 p25
0 p25 p27 p26
0 p24 p26 p27

Poly "poly7" + 0 0 0 * 1 1 1
0 p28 p30 p29
0 p28 p29 p31
0 p29 p30 p31
0 p28 p31 p30

Poly "poly8" + 0 0 0 * 1 1 1
0 p32 p33 p34
0 p32 p35 p33
0 p33 p35 p34
0 p32 p34 p35

Poly "poly9" + 0 0 0 * 1 1 1
0 p36 p38 p37
0 p36 p37 p39
0 p37 p38 p39
0 p36 p39 p38

Poly "poly10" + 0 0 0 * 1 1 1
0 p40 p41 p42
0 p40 p43 p41
0 p41 p43 p42
0 p40 p42 p43

Poly "poly11" + 0 0 0 * 1 1 1
0 p44 p46 p45
0 p44 p45 p47
0 p45 p46 p47
0 p44 p47 p46

Poly "poly12" + 0 0 0 * 1 1 1
0 p48 p50 p49
0 p48 p49 p51
0 p49 p50 p51
0 p48 p51 p50

Poly "poly13" + 0 0 0 * 1 1 1
0 p52 p54 p53
0 p52 p53 p55
0 p53 p54 p55
0 p52 p55 p54

Poly "poly14" + 0 0 0 * 1 1 1
0 p56 p57 p58
0 p56 p59 p57
0 p57 p59 p58
0 p56 p58 p59

Poly "poly15" + 0 0 0 * 1 1 1
0 p60 p62 p61
0 p60 p61 p63
0 p61 p62 p63
0 p60 p63 p62

Poly "poly16" + 0 0 0 * 1 1 1
0 p64 p65 p66
0 p64 p67 p65
0 p65 p67 p66
0 p64 p66 p67

Poly "poly17" + 0 0 0 * 1 1 1
0 p68 p70 p69
0 p68 p69 p71
0 p69 p70 p71
0 p68 p71 p70

Poly "poly18" + 0 0 0 * 1 1 1
0 p72 p73 p74
0 p72 p75 p73
0 p73 p75 p74
0 p72 p74 p75

Poly "poly19" + 0 0 0 * 1 1 1
0 p76 p78 p77
0 p76 p77 p79
0 p77 p78 p79
0 p76 p79 p78

Poly "poly20" + 0 0 0 * 1 1 1
0 p80 p81 p82
0 p80 p83 p81
0 p81 p83 p82
0 p80 p82 p83

Poly "poly21" + 0 0 0 * 1 1 1
0 p84 p85 p86
0 p84 p87 p85
0 p85 p87 p86
0 p84 p86 p87

Poly "poly22" + 0 0 0 * 1 1 1
0 p88 p89 p90
0 p88 p91 p89
0 p89 p91 p90
0 p88 p90 p91

Poly "poly23" + 0 0 0 * 1 1 1
0 p92 p93 p94
0 p92 p95 p93
0 p93 p95 p94
0 p92 p94 p95

Poly "poly24" + 0 0 0 * 1 1 1
0 p96 p97 p98
0 p96 p99 p97
0 p97 p99 p98
0 p96 p98 p99

Poly "poly25" + 0 0 0 * 1 1 1
0 p100 p102 p101
0 p100 p101 p103
0 p101 p102 p103
0 p100 p103 p102

Poly "poly26" + 0 0 0 * 1 1 1
0 p104 p105 p106
0 p104 p107 p105
0 p105 p107 p106
0 p104 p106 p107

Poly "poly27" + 0 0 0 * 1 1 1
0 p108 p110 p109
0 p108 p109 p111
0 p109 p110 p111
0 p108 p111 p110

Poly "poly28" + 0 0 0 * 1 1 1
0 p112 p113 p114
0 p112 p115 p113
0 p113 p115 p114
0 p112 p114 p115

Poly "poly29" + 0 0 0 * 1 1 1
0 p116 p117 p118
0 p116 p119 p117
0 p117 p119 p118
0 p116 p118 p119

Poly "poly30" + 0 0 0 * 1 1 1
0 p120 p122 p121
0 p120 p121 p123
0 p121 p122 p123
0 p120 p123 p122

Poly "poly31" + 0 0 0 * 1 1 1
0 p124 p126 p125
0 p124 p125 p127
0 p125 p126 p127
0 p124 p127 p126

Poly "poly32" + 0 0 0 * 1 1 1
0 p128 p130 p129
0 p128 p129 p131
0 p129 p130 p131
0 p128 p131 p130

Poly "poly33" + 0 0 0 * 1 1 1
0 p132 p134 p133
0 p132 p133 p135
0 p133 p134 p135
0 p132 p135 p134

Poly "poly34" + 0 0 0 * 1 1 1
0 p136 p137 p138
0 p136 p139 p137
0 p137 p139 p138
0 p136 p138 p139

Poly "poly35" + 0 0 0 * 1 1 1
0 p140 p142 p141
0 p140 p141 p143
0 p141 p142 p143
0 p140 p143 p142

Poly "poly36" + 0 0 0 * 1 1 1
0 p144 p145 p146
0 p144 p147 p145
0 p145 p147 p146
0 p144 p146 p147

Poly "poly37" + 0 0 0 * 1 1 1
0 p148 p150 p149
0 p148 p149 p151
0 p149 p150 p151
0 p148 p151 p150

Poly "poly38" + 0 0 0 * 1 1 1
0 p152 p153 p154
0 p152 p155 p153
0 p153 p155 p154
0 p152 p154 p155

Poly "poly39" + 0 0 0 * 1 1 1
0 p156 p158 p157
0 p156 p157 p159
0 p157 p158 p159
0 p156 p159 p158


Poly "Bound" + 0 0 0 * 512 512 512
0 a c b
0 d c a
0 d g c
0 h g d 
0 a h d
0 e h a
0 b f a
0 a f e
0 c f b
0 g f c
0 f g e
0 e g h	

End
